level,question,all_answers,dummy_pool,sentence,translation,exam_info
Fundamental (1-600),extremely,非常に,"わずかに, 適度に, 全く～ない",extremely hot.,非常に暑い。,共通テスト
Fundamental (1-600),gradually,だんだん、徐々に,"突然, 急激に, すぐに",gradually improve.,だんだん（徐々に）良くなる。,共通テスト
Fundamental (1-600),instantly,すぐに、即座に,"後で, 徐々に, 永久に",Killed instantly.,即死（即座に殺害）した。,共通テスト
Fundamental (1-600),nevertheless,それにもかかわらず,"それゆえに, さらに, しかし","nevertheless, he won.",それにもかかわらず、彼は勝った。,共通テスト
Fundamental (1-600),moreover,その上、さらに,"しかしながら, 結局, 以前に","moreover, it's free.",その上（さらに）、それは無料だ。,共通テスト
Fundamental (1-600),relatively,比較的,"絶対的に, 非常に, 全く",relatively cheap.,比較的安い。,共通テスト
Fundamental (1-600),apparently,一見、どうやら～らしい,"確かに, 密かに, 以前は",apparently easy.,一見（見たところ）簡単そうだ。,共通テスト
Fundamental (1-600),definitely,絶対に、はっきりと,"多分, 決して～ない, 曖昧に",definitely yes.,絶対にそうです。,共通テスト
Fundamental (1-600),largely,主に、大部分は,"わずかに, 均等に, 決して～ない",largely due to luck.,主に運のおかげだ。,共通テスト
Fundamental (1-600),mostly,大部分は、たいてい,"少しだけ, 決して～ない, 以前は",mostly sunny.,大部分は（たいてい）晴れ。,共通テスト
Fundamental (1-600),approximately,およそ,"正確に, 少なくとも, 以上に",approximately 100 km.,およそ100キロ。,共通テスト
Fundamental (1-600),overnight,一晩、一晩中,"日中に, 瞬時に, 永遠に",Stay overnight.,一晩（泊まりで）滞在する。,共通テスト
Fundamental (1-600),accidentally,偶然、誤って,"意図的に, 正確に, 必然的に",accidentally met her.,彼女に偶然会った。,共通テスト
Fundamental (1-600),despite,にもかかわらず,"おかげで, せいで, 以前は",despite the rain.,雨にもかかわらず。,共通テスト
Essential (601-1200),proceed,進む、続行する,"戻る, 停止する, 延期する",proceed with the plan.,計画を続行する（進める）。,共通テスト
Essential (601-1200),ensure,～を確実にする、保証する,"～を疑う, ～を無視する, ～を危険にさらす",ensure the safety of passengers.,乗客の安全を確実にする。,共通テスト
Essential (601-1200),interpret,～を解釈する、通訳する,"～を誤解する, ～を批判する, ～を隠す",interpret his silence.,彼の沈黙を解釈する。,青山学院大
Essential (601-1200),cease,～しなくなる、～をやめる,"～を始める, ～を続ける, ～を繰り返す",The rain has ceased.,雨が止んだ（しなくなった）。,慶應義塾大
Essential (601-1200),ban,～を禁止する,"～を許可する, ～を勧める, ～を公表する",ban smoking in public.,公共の場での喫煙を禁止する。,共通テスト
Essential (601-1200),obey,～に従う,"～に背く, ～を無視する, ～を疑う",obey the law.,法律に従う。,共通テスト
Essential (601-1200),eliminate,～を除去する、排除する,"～を加える, ～を維持する, ～を保護する",eliminate a threat.,脅威を除去する。,明治大
Essential (601-1200),resist,～に抵抗する、耐える,"～に屈する, ～を歓迎する, ～を無視する",resist temptation.,誘惑に抵抗する（耐える）。,共通テスト
Essential (601-1200),accompany,～に同伴する、～に付随する,"～を捨てる, ～を避ける, ～を追い越す",accompany a friend.,友人に同伴する。,共通テスト
Essential (601-1200),commit,～を犯す、～をゆだねる,"～を防ぐ, ～を褒める, ～を隠す",commit a crime.,罪を犯す。,共通テスト
Essential (601-1200),pursue,～を追求する、追跡する,"～を諦める, ～を避ける, ～を無視する",pursue a career.,経歴（キャリア）を追求する。,共通テスト
Essential (601-1200),demonstrate,～を明らかに示す、証明する,"～を隠す, ～を疑う, ～を忘れる",demonstrate the theory.,その理論を明らかに示す（証明する）。,早稲田大
Essential (601-1200),bet,きっと～だと思う、～を賭ける,"～を疑う, ～を否定する, ～を恐れる",I bet it will rain.,きっと雨が降ると思う。,共通テスト
Essential (601-1200),ruin,～を台無しにする、破壊する,"～を直す, ～を建てる, ～を保護する",ruin the relationship.,関係を台無しにする。,共通テスト
Essential (601-1200),threaten,～を脅迫する、～の恐れがある,"～を助ける, ～を褒める, ～をなだめる",threaten to call the police.,警察を呼ぶと脅す（脅迫する）。,共通テスト
Essential (601-1200),attach,AをBにくっつける、添付する,"AをBから外す, AをBに売る, AをBで壊す",attach a file.,ファイルを添付する（くっつける）。,共通テスト
Essential (601-1200),reverse,～を反対にする、逆転する,"～を維持する, ～を続ける, ～を加速させる",reverse the decision.,決定を覆す（逆転させる）。,共通テスト
Essential (601-1200),restrict,～を制限する,"～を広げる, ～を許可する, ～を無視する",restrict the use of water.,水の使用を制限する。,共通テスト
Essential (601-1200),compose,～を組み立てる、構成する,"～を解体する, ～を壊す, ～を捨てる",compose a poem.,詩を作る（組み立てる）。,共通テスト
Essential (601-1200),lean,よりかかる、もたれる,"立ち上がる, 離れる, 座る",lean against the wall.,壁によりかかる。,共通テスト
Essential (601-1200),substitute,～を代わりに用いる,"～を維持する, ～を捨てる, ～を修理する",substitute butter with oil.,バターの代わりに油を用いる。,上智大
Essential (601-1200),trace,～の跡をたどる,"～を見失う, ～を隠す, ～を壊す",trace the origin.,起源をたどる。,共通テスト
Essential (601-1200),interrupt,～を妨げる、中断する,"～を続ける, ～を助ける, ～を褒める",Don't interrupt me.,私の邪魔を（話を妨げ）しないで。,共通テスト
Essential (601-1200),confront,～に立ち向かう、直面する,"～を避ける, ～を無視する, ～を忘れる",confront a problem.,問題に立ち向かう。,法政大
Essential (601-1200),illustrate,～を（例で）説明する,"～を隠す, ～を疑う, ～を汚す",illustrate with examples.,例を挙げて説明する。,共通テスト
Essential (601-1200),arrest,～を逮捕する,"～を解放する, ～を雇う, ～を褒める",arrest the thief.,泥棒を逮捕する。,共通テスト
Essential (601-1200),stimulate,～を刺激する,"～を抑える, ～を静める, ～を無視する",stimulate the economy.,経済を刺激する。,立教大
Essential (601-1200),assure,～を保証する、安心させる,"～を不安にさせる, ～を疑う, ～を非難する",I assure you that...,～であることを保証します（安心させて言う）。,共通テスト
Essential (601-1200),consult,～に相談する、参照する,"～を無視する, ～を命令する, ～を隠す",consult a doctor.,医者に相談する。,共通テスト
Essential (601-1200),depress,～を憂鬱にさせる,"～を励ます, ～を笑わせる, ～を褒める",The news depressed me.,そのニュースは私を憂鬱にさせた。,共通テスト
Essential (601-1200),crash,激突する、墜落する,"浮く, 離陸する, 止まる",The plane crashed.,飛行機が墜落した。,共通テスト
Essential (601-1200),inspire,～を奮起させる、やる気にさせる,"～を失望させる, ～を疲れさせる, ～を怖がらせる",inspire the students.,学生を奮起させる。,共通テスト
Essential (601-1200),specialize,Aを専門にする、専攻する,"Aを諦める, Aを無視する, Aを隠す",specialize in history.,歴史を専門にする。,共通テスト
Essential (601-1200),cultivate,～を栽培する、育む,"～を放置する, ～を枯らす, ～を壊す",cultivate vegetables.,野菜を栽培する。,共通テスト
Essential (601-1200),fulfill,～を果たす、満たす,"～を破る, ～を諦める, ～を忘れる",fulfill a promise.,約束を果たす。,共通テスト
Essential (601-1200),transmit,～を送る、伝える,"～を受け取る, ～を止める, ～を隠す",transmit data.,データを送る（伝える）。,共通テスト
Essential (601-1200),found,～を創立する、設立する,"～を解散する, ～を壊す, ～を無視する",found a company.,会社を設立する。,共通テスト
Essential (601-1200),clap,手をたたく,"足を鳴らす, 手を振る, 握手する",clap one's hands.,手をたたく。,共通テスト
Essential (601-1200),burst,破裂する、突然～しだす,"縮む, 固まる, 止まる",burst into tears.,突然泣き出す。,共通テスト
Essential (601-1200),bow,おじぎする,"威張る, 座る, 跳ねる",bow to the audience.,聴衆におじぎする。,共通テスト
Essential (601-1200),dismiss,～を無視する、解雇する,"～を雇う, ～を考慮する, ～を褒める",dismiss the idea.,その考えを無視する（退ける）。,慶應義塾大
Essential (601-1200),breed,～を繁殖させる、飼育する,"～を絶滅させる, ～を狩る, ～を食べる",breed horses.,馬を飼育する（繁殖させる）。,共通テスト
Essential (601-1200),prohibit,～を禁じる,"～を許可する, ～を勧める, ～を教える",prohibit parking.,駐車を禁止する。,共通テスト
Essential (601-1200),oblige,～に強いる、義務づける,"～を免除する, ～を助ける, ～を褒める",Be obliged to pay.,支払いを強いられる。,共通テスト
Essential (601-1200),qualify,Aに適任である、資格がある,"Aを失格する, Aを無視する, Aを探す",qualify for the job.,その仕事に適任である。,共通テスト
Essential (601-1200),invest,～を投資する,"～を消費する, ～を失う, ～を隠す",invest in stocks.,株に投資する。,共通テスト
Essential (601-1200),grasp,～を理解する、つかむ,"～を誤解する, ～を離す, ～を隠す",grasp the meaning.,意味を理解する。,共通テスト
Essential (601-1200),collapse,崩壊する、倒れる,"完成する, 建つ, 浮く",The building collapsed.,建物が崩壊した。,共通テスト
Essential (601-1200),overlook,～を見落とす、見逃す,"～に気づく, ～を調査する, ～を隠す",overlook a mistake.,ミスを見落とす。,共通テスト
Essential (601-1200),accuse,～を非難する、告訴する,"～を褒める, ～を弁護する, ～を許す",accuse him of lying.,彼を嘘で非難する。,同志社大
Essential (601-1200),frustrate,～を欲求不満にさせる、挫折させる,"～を満足させる, ～を喜ばせる, ～を助ける",frustrate his plans.,彼の計画を挫折させる。,共通テスト
Essential (601-1200),deprive,AからBを奪う,"AにBを与える, AにBを教える, AにBを頼む",deprive him of his rights.,彼から権利を奪う。,共通テスト
Essential (601-1200),astonish,～を驚嘆させる,"～を納得させる, ～を退屈させる, ～を褒める",The news astonished everyone.,そのニュースは全員を驚かせた。,共通テスト
